iteration,scoref,beta,prune_threshold,score
9,entropy,0,2,0.9333333333333333
9,entropy,0,5,0.9333333333333333
9,entropy,0.01,0,0.9333333333333333
9,entropy,0.01,0.05,0.9333333333333333
9,entropy,0.01,0.1,0.9333333333333333
9,entropy,0.01,0.2,0.9333333333333333
9,entropy,0.01,0.5,0.9333333333333333
9,entropy,0.01,1,0.9333333333333333
9,entropy,0.01,2,0.9333333333333333
9,entropy,0.01,5,0.9333333333333333
9,entropy,0.05,0,0.9333333333333333
9,entropy,0.05,0.05,0.9333333333333333
9,entropy,0.05,0.1,0.9333333333333333
9,entropy,0.05,0.2,0.9333333333333333
9,entropy,0.05,0.5,0.9333333333333333
9,entropy,0.05,1,0.9333333333333333
9,entropy,0.05,2,0.9333333333333333
9,entropy,0.05,5,0.9333333333333333
9,entropy,0.3,0,0.9333333333333333
9,entropy,0.3,0.05,0.9333333333333333
9,entropy,0.3,0.1,0.9333333333333333
9,entropy,0.3,0.2,0.9333333333333333
9,entropy,0.3,0.5,0.9333333333333333
9,entropy,0.3,1,0.9333333333333333
9,entropy,0.3,2,0.9333333333333333
9,entropy,0.3,5,0.9333333333333333
9,entropy,0.5,0,0.9333333333333333
9,entropy,0.5,0.05,0.9333333333333333
9,entropy,0.5,0.1,0.9333333333333333
9,entropy,0.5,0.2,0.9333333333333333
9,entropy,0.5,0.5,0.9333333333333333
9,entropy,0.5,1,0.9333333333333333
9,entropy,0.5,2,0.9333333333333333
9,entropy,0.5,5,0.9333333333333333
10,gini,0,0,1.0
10,gini,0,0.05,1.0
10,gini,0,0.1,1.0
10,gini,0,0.2,1.0
10,gini,0,0.5,1.0
10,gini,0,1,0.9111111111111111
10,gini,0,2,0.9111111111111111
10,gini,0,5,0.9111111111111111
10,gini,0.01,0,1.0
10,gini,0.01,0.05,1.0
10,gini,0.01,0.1,1.0
10,gini,0.01,0.2,1.0
10,gini,0.01,0.5,1.0
10,gini,0.01,1,0.9111111111111111
10,gini,0.01,2,0.9111111111111111
10,gini,0.01,5,0.9111111111111111
10,gini,0.05,0,1.0
10,gini,0.05,0.05,1.0
10,gini,0.05,0.1,1.0
10,gini,0.05,0.2,1.0
10,gini,0.05,0.5,1.0
10,gini,0.05,1,0.9111111111111111
10,gini,0.05,2,0.9111111111111111
10,gini,0.05,5,0.9111111111111111
10,gini,0.3,0,0.9111111111111111
10,gini,0.3,0.05,0.9111111111111111
10,gini,0.3,0.1,0.9111111111111111
10,gini,0.3,0.2,0.9111111111111111
10,gini,0.3,0.5,0.9111111111111111
10,gini,0.3,1,0.9111111111111111
10,gini,0.3,2,0.9111111111111111
10,gini,0.3,5,0.9111111111111111
10,gini,0.5,0,0.28888888888888886
10,gini,0.5,0.05,0.28888888888888886
10,gini,0.5,0.1,0.28888888888888886
10,gini,0.5,0.2,0.28888888888888886
10,gini,0.5,0.5,0.28888888888888886
10,gini,0.5,1,0.28888888888888886
10,gini,0.5,2,0.28888888888888886
10,gini,0.5,5,0.28888888888888886
10,entropy,0,0,1.0
10,entropy,0,0.05,1.0
10,entropy,0,0.1,1.0
10,entropy,0,0.2,1.0
10,entropy,0,0.5,1.0
10,entropy,0,1,0.9111111111111111
10,entropy,0,2,0.9111111111111111
10,entropy,0,5,0.9111111111111111
10,entropy,0.01,0,1.0
10,entropy,0.01,0.05,1.0
10,entropy,0.01,0.1,1.0
10,entropy,0.01,0.2,1.0
10,entropy,0.01,0.5,1.0
10,entropy,0.01,1,0.9111111111111111
10,entropy,0.01,2,0.9111111111111111
10,entropy,0.01,5,0.9111111111111111
10,entropy,0.05,0,1.0
10,entropy,0.05,0.05,1.0
10,entropy,0.05,0.1,1.0
10,entropy,0.05,0.2,1.0
10,entropy,0.05,0.5,1.0
10,entropy,0.05,1,0.9111111111111111
10,entropy,0.05,2,0.9111111111111111
10,entropy,0.05,5,0.9111111111111111
10,entropy,0.3,0,0.9111111111111111
10,entropy,0.3,0.05,0.9111111111111111
10,entropy,0.3,0.1,0.9111111111111111
10,entropy,0.3,0.2,0.9111111111111111
10,entropy,0.3,0.5,0.9111111111111111
10,entropy,0.3,1,0.9111111111111111
10,entropy,0.3,2,0.9111111111111111
10,entropy,0.3,5,0.9111111111111111
10,entropy,0.5,0,0.9111111111111111
10,entropy,0.5,0.05,0.9111111111111111
10,entropy,0.5,0.1,0.9111111111111111
10,entropy,0.5,0.2,0.9111111111111111
10,entropy,0.5,0.5,0.9111111111111111
10,entropy,0.5,1,0.9111111111111111
10,entropy,0.5,2,0.9111111111111111
10,entropy,0.5,5,0.9111111111111111
11,gini,0,0,0.9555555555555556
11,gini,0,0.05,0.9555555555555556
11,gini,0,0.1,0.9555555555555556
11,gini,0,0.2,0.9555555555555556
11,gini,0,0.5,0.9555555555555556
11,gini,0,1,0.9555555555555556
11,gini,0,2,0.9333333333333333
11,gini,0,5,0.9333333333333333
11,gini,0.01,0,0.9555555555555556
11,gini,0.01,0.05,0.9555555555555556
11,gini,0.01,0.1,0.9555555555555556
11,gini,0.01,0.2,0.9555555555555556
11,gini,0.01,0.5,0.9555555555555556
11,gini,0.01,1,0.9555555555555556
11,gini,0.01,2,0.9333333333333333
11,gini,0.01,5,0.9333333333333333
11,gini,0.05,0,0.9555555555555556
11,gini,0.05,0.05,0.9555555555555556
11,gini,0.05,0.1,0.9555555555555556
11,gini,0.05,0.2,0.9555555555555556
11,gini,0.05,0.5,0.9555555555555556
11,gini,0.05,1,0.9555555555555556
11,gini,0.05,2,0.9333333333333333
11,gini,0.05,5,0.9333333333333333
11,gini,0.3,0,0.9333333333333333
11,gini,0.3,0.05,0.9333333333333333
11,gini,0.3,0.1,0.9333333333333333
11,gini,0.3,0.2,0.9333333333333333
11,gini,0.3,0.5,0.9333333333333333
11,gini,0.3,1,0.9333333333333333
11,gini,0.3,2,0.9333333333333333
11,gini,0.3,5,0.9333333333333333
11,gini,0.5,0,0.2222222222222222
11,gini,0.5,0.05,0.2222222222222222
11,gini,0.5,0.1,0.2222222222222222
11,gini,0.5,0.2,0.2222222222222222
11,gini,0.5,0.5,0.2222222222222222
11,gini,0.5,1,0.2222222222222222
11,gini,0.5,2,0.2222222222222222
11,gini,0.5,5,0.2222222222222222
11,entropy,0,0,0.9555555555555556
11,entropy,0,0.05,0.9555555555555556
11,entropy,0,0.1,0.9555555555555556
11,entropy,0,0.2,0.9555555555555556
11,entropy,0,0.5,0.9555555555555556
11,entropy,0,1,0.9555555555555556
11,entropy,0,2,0.9333333333333333
11,entropy,0,5,0.9333333333333333
11,entropy,0.01,0,0.9555555555555556
11,entropy,0.01,0.05,0.9555555555555556
11,entropy,0.01,0.1,0.9555555555555556
11,entropy,0.01,0.2,0.9555555555555556
11,entropy,0.01,0.5,0.9555555555555556
11,entropy,0.01,1,0.9555555555555556
11,entropy,0.01,2,0.9333333333333333
11,entropy,0.01,5,0.9333333333333333
11,entropy,0.05,0,0.9555555555555556
11,entropy,0.05,0.05,0.9555555555555556
11,entropy,0.05,0.1,0.9555555555555556
11,entropy,0.05,0.2,0.9555555555555556
11,entropy,0.05,0.5,0.9555555555555556
11,entropy,0.05,1,0.9555555555555556
11,entropy,0.05,2,0.9333333333333333
11,entropy,0.05,5,0.9333333333333333
11,entropy,0.3,0,0.9555555555555556
11,entropy,0.3,0.05,0.9555555555555556
11,entropy,0.3,0.1,0.9555555555555556
11,entropy,0.3,0.2,0.9555555555555556
11,entropy,0.3,0.5,0.9555555555555556
11,entropy,0.3,1,0.9555555555555556
11,entropy,0.3,2,0.9333333333333333
11,entropy,0.3,5,0.9333333333333333
11,entropy,0.5,0,0.9333333333333333
11,entropy,0.5,0.05,0.9333333333333333
11,entropy,0.5,0.1,0.9333333333333333
11,entropy,0.5,0.2,0.9333333333333333
11,entropy,0.5,0.5,0.9333333333333333
11,entropy,0.5,1,0.9333333333333333
11,entropy,0.5,2,0.9333333333333333
11,entropy,0.5,5,0.9333333333333333
12,gini,0,0,0.9777777777777777
12,gini,0,0.05,0.9777777777777777
12,gini,0,0.1,0.9777777777777777
12,gini,0,0.2,0.9777777777777777
12,gini,0,0.5,0.9777777777777777
12,gini,0,1,0.9333333333333333
12,gini,0,2,0.9333333333333333
12,gini,0,5,0.9333333333333333
12,gini,0.01,0,0.9777777777777777
12,gini,0.01,0.05,0.9777777777777777
12,gini,0.01,0.1,0.9777777777777777
12,gini,0.01,0.2,0.9777777777777777
12,gini,0.01,0.5,0.9777777777777777
12,gini,0.01,1,0.9333333333333333
12,gini,0.01,2,0.9333333333333333
12,gini,0.01,5,0.9333333333333333
12,gini,0.05,0,0.9333333333333333
12,gini,0.05,0.05,0.9333333333333333
12,gini,0.05,0.1,0.9333333333333333
12,gini,0.05,0.2,0.9333333333333333
12,gini,0.05,0.5,0.9333333333333333
12,gini,0.05,1,0.9333333333333333
12,gini,0.05,2,0.9333333333333333
12,gini,0.05,5,0.9333333333333333
12,gini,0.3,0,0.9333333333333333
12,gini,0.3,0.05,0.9333333333333333
12,gini,0.3,0.1,0.9333333333333333
12,gini,0.3,0.2,0.9333333333333333
12,gini,0.3,0.5,0.9333333333333333
12,gini,0.3,1,0.9333333333333333
12,gini,0.3,2,0.9333333333333333
12,gini,0.3,5,0.9333333333333333
12,gini,0.5,0,0.3111111111111111
12,gini,0.5,0.05,0.3111111111111111
12,gini,0.5,0.1,0.3111111111111111
12,gini,0.5,0.2,0.3111111111111111
12,gini,0.5,0.5,0.3111111111111111
12,gini,0.5,1,0.3111111111111111
12,gini,0.5,2,0.3111111111111111
12,gini,0.5,5,0.3111111111111111
12,entropy,0,0,0.9777777777777777
12,entropy,0,0.05,0.9777777777777777
12,entropy,0,0.1,0.9777777777777777
12,entropy,0,0.2,0.9777777777777777
12,entropy,0,0.5,0.9777777777777777
12,entropy,0,1,0.9333333333333333
12,entropy,0,2,0.9333333333333333
12,entropy,0,5,0.9333333333333333
12,entropy,0.01,0,0.9777777777777777
12,entropy,0.01,0.05,0.9777777777777777
12,entropy,0.01,0.1,0.9777777777777777
12,entropy,0.01,0.2,0.9777777777777777
12,entropy,0.01,0.5,0.9777777777777777
12,entropy,0.01,1,0.9333333333333333
12,entropy,0.01,2,0.9333333333333333
12,entropy,0.01,5,0.9333333333333333
12,entropy,0.05,0,0.9777777777777777
12,entropy,0.05,0.05,0.9777777777777777
12,entropy,0.05,0.1,0.9777777777777777
12,entropy,0.05,0.2,0.9777777777777777
12,entropy,0.05,0.5,0.9777777777777777
12,entropy,0.05,1,0.9333333333333333
12,entropy,0.05,2,0.9333333333333333
12,entropy,0.05,5,0.9333333333333333
12,entropy,0.3,0,0.9333333333333333
12,entropy,0.3,0.05,0.9333333333333333
12,entropy,0.3,0.1,0.9333333333333333
12,entropy,0.3,0.2,0.9333333333333333
12,entropy,0.3,0.5,0.9333333333333333
12,entropy,0.3,1,0.9333333333333333
12,entropy,0.3,2,0.9333333333333333
12,entropy,0.3,5,0.9333333333333333
12,entropy,0.5,0,0.9333333333333333
12,entropy,0.5,0.05,0.9333333333333333
12,entropy,0.5,0.1,0.9333333333333333
12,entropy,0.5,0.2,0.9333333333333333
12,entropy,0.5,0.5,0.9333333333333333
12,entropy,0.5,1,0.9333333333333333
12,entropy,0.5,2,0.9333333333333333
12,entropy,0.5,5,0.9333333333333333
13,gini,0,0,0.9777777777777777
13,gini,0,0.05,0.9777777777777777
13,gini,0,0.1,0.9777777777777777
13,gini,0,0.2,0.9777777777777777
13,gini,0,0.5,0.9777777777777777
13,gini,0,1,0.9777777777777777
13,gini,0,2,0.9777777777777777
13,gini,0,5,0.9777777777777777
13,gini,0.01,0,0.9777777777777777
13,gini,0.01,0.05,0.9777777777777777
13,gini,0.01,0.1,0.9777777777777777
13,gini,0.01,0.2,0.9777777777777777
13,gini,0.01,0.5,0.9777777777777777
13,gini,0.01,1,0.9777777777777777
13,gini,0.01,2,0.9777777777777777
13,gini,0.01,5,0.9777777777777777
13,gini,0.05,0,0.9777777777777777
13,gini,0.05,0.05,0.9777777777777777
13,gini,0.05,0.1,0.9777777777777777
13,gini,0.05,0.2,0.9777777777777777
13,gini,0.05,0.5,0.9777777777777777
13,gini,0.05,1,0.9777777777777777
13,gini,0.05,2,0.9777777777777777
13,gini,0.05,5,0.9777777777777777
13,gini,0.3,0,0.9777777777777777
13,gini,0.3,0.05,0.9777777777777777
13,gini,0.3,0.1,0.9777777777777777
13,gini,0.3,0.2,0.9777777777777777
13,gini,0.3,0.5,0.9777777777777777
13,gini,0.3,1,0.9777777777777777
13,gini,0.3,2,0.9777777777777777
13,gini,0.3,5,0.9777777777777777
13,gini,0.5,0,0.28888888888888886
13,gini,0.5,0.05,0.28888888888888886
13,gini,0.5,0.1,0.28888888888888886
13,gini,0.5,0.2,0.28888888888888886
13,gini,0.5,0.5,0.28888888888888886
13,gini,0.5,1,0.28888888888888886
13,gini,0.5,2,0.28888888888888886
13,gini,0.5,5,0.28888888888888886
13,entropy,0,0,0.9777777777777777
13,entropy,0,0.05,0.9777777777777777
13,entropy,0,0.1,0.9777777777777777
13,entropy,0,0.2,0.9777777777777777
13,entropy,0,0.5,0.9777777777777777
13,entropy,0,1,0.9777777777777777
13,entropy,0,2,0.9777777777777777
13,entropy,0,5,0.9777777777777777
13,entropy,0.01,0,0.9777777777777777
13,entropy,0.01,0.05,0.9777777777777777
13,entropy,0.01,0.1,0.9777777777777777
13,entropy,0.01,0.2,0.9777777777777777
13,entropy,0.01,0.5,0.9777777777777777
13,entropy,0.01,1,0.9777777777777777
13,entropy,0.01,2,0.9777777777777777
13,entropy,0.01,5,0.9777777777777777
13,entropy,0.05,0,0.9777777777777777
13,entropy,0.05,0.05,0.9777777777777777
13,entropy,0.05,0.1,0.9777777777777777
13,entropy,0.05,0.2,0.9777777777777777
13,entropy,0.05,0.5,0.9777777777777777
13,entropy,0.05,1,0.9777777777777777
13,entropy,0.05,2,0.9777777777777777
13,entropy,0.05,5,0.9777777777777777
13,entropy,0.3,0,0.9777777777777777
13,entropy,0.3,0.05,0.9777777777777777
13,entropy,0.3,0.1,0.9777777777777777
13,entropy,0.3,0.2,0.9777777777777777
13,entropy,0.3,0.5,0.9777777777777777
13,entropy,0.3,1,0.9777777777777777
13,entropy,0.3,2,0.9777777777777777
13,entropy,0.3,5,0.9777777777777777
13,entropy,0.5,0,0.9777777777777777
13,entropy,0.5,0.05,0.9777777777777777
13,entropy,0.5,0.1,0.9777777777777777
13,entropy,0.5,0.2,0.9777777777777777
13,entropy,0.5,0.5,0.9777777777777777
13,entropy,0.5,1,0.9777777777777777
13,entropy,0.5,2,0.9777777777777777
13,entropy,0.5,5,0.9777777777777777
14,gini,0,0,0.9555555555555556
14,gini,0,0.05,0.9555555555555556
14,gini,0,0.1,0.9555555555555556
14,gini,0,0.2,0.9555555555555556
14,gini,0,0.5,0.9555555555555556
14,gini,0,1,0.9555555555555556
14,gini,0,2,0.9555555555555556
14,gini,0,5,0.9555555555555556
14,gini,0.01,0,0.9555555555555556
14,gini,0.01,0.05,0.9555555555555556
14,gini,0.01,0.1,0.9555555555555556
14,gini,0.01,0.2,0.9555555555555556
14,gini,0.01,0.5,0.9555555555555556
14,gini,0.01,1,0.9555555555555556
14,gini,0.01,2,0.9555555555555556
14,gini,0.01,5,0.9555555555555556
14,gini,0.05,0,0.9555555555555556
14,gini,0.05,0.05,0.9555555555555556
14,gini,0.05,0.1,0.9555555555555556
14,gini,0.05,0.2,0.9555555555555556
14,gini,0.05,0.5,0.9555555555555556
14,gini,0.05,1,0.9555555555555556
14,gini,0.05,2,0.9555555555555556
14,gini,0.05,5,0.9555555555555556
14,gini,0.3,0,0.9555555555555556
14,gini,0.3,0.05,0.9555555555555556
14,gini,0.3,0.1,0.9555555555555556
14,gini,0.3,0.2,0.9555555555555556
14,gini,0.3,0.5,0.9555555555555556
14,gini,0.3,1,0.9555555555555556
14,gini,0.3,2,0.9555555555555556
14,gini,0.3,5,0.9555555555555556
14,gini,0.5,0,0.26666666666666666
14,gini,0.5,0.05,0.26666666666666666
14,gini,0.5,0.1,0.26666666666666666
14,gini,0.5,0.2,0.26666666666666666
14,gini,0.5,0.5,0.26666666666666666
14,gini,0.5,1,0.26666666666666666
14,gini,0.5,2,0.26666666666666666
14,gini,0.5,5,0.26666666666666666
14,entropy,0,0,0.9555555555555556
14,entropy,0,0.05,0.9555555555555556
14,entropy,0,0.1,0.9555555555555556
14,entropy,0,0.2,0.9555555555555556
14,entropy,0,0.5,0.9555555555555556
14,entropy,0,1,0.9555555555555556
14,entropy,0,2,0.9555555555555556
14,entropy,0,5,0.9555555555555556
14,entropy,0.01,0,0.9555555555555556
14,entropy,0.01,0.05,0.9555555555555556
14,entropy,0.01,0.1,0.9555555555555556
14,entropy,0.01,0.2,0.9555555555555556
14,entropy,0.01,0.5,0.9555555555555556
14,entropy,0.01,1,0.9555555555555556
14,entropy,0.01,2,0.9555555555555556
14,entropy,0.01,5,0.9555555555555556
14,entropy,0.05,0,0.9555555555555556
14,entropy,0.05,0.05,0.9555555555555556
14,entropy,0.05,0.1,0.9555555555555556
14,entropy,0.05,0.2,0.9555555555555556
14,entropy,0.05,0.5,0.9555555555555556
14,entropy,0.05,1,0.9555555555555556
14,entropy,0.05,2,0.9555555555555556
14,entropy,0.05,5,0.9555555555555556
14,entropy,0.3,0,0.9555555555555556
14,entropy,0.3,0.05,0.9555555555555556
14,entropy,0.3,0.1,0.9555555555555556
14,entropy,0.3,0.2,0.9555555555555556
14,entropy,0.3,0.5,0.9555555555555556
14,entropy,0.3,1,0.9555555555555556
14,entropy,0.3,2,0.9555555555555556
14,entropy,0.3,5,0.9555555555555556
14,entropy,0.5,0,0.9555555555555556
14,entropy,0.5,0.05,0.9555555555555556
14,entropy,0.5,0.1,0.9555555555555556
14,entropy,0.5,0.2,0.9555555555555556
14,entropy,0.5,0.5,0.9555555555555556
14,entropy,0.5,1,0.9555555555555556
14,entropy,0.5,2,0.9555555555555556
14,entropy,0.5,5,0.9555555555555556
15,gini,0,0,0.9333333333333333
15,gini,0,0.05,0.9333333333333333
15,gini,0,0.1,0.9333333333333333
15,gini,0,0.2,0.9333333333333333
15,gini,0,0.5,0.9333333333333333
15,gini,0,1,0.9333333333333333
15,gini,0,2,0.9333333333333333
15,gini,0,5,0.9333333333333333
15,gini,0.01,0,0.9333333333333333
15,gini,0.01,0.05,0.9333333333333333
15,gini,0.01,0.1,0.9333333333333333
15,gini,0.01,0.2,0.9333333333333333
15,gini,0.01,0.5,0.9333333333333333
15,gini,0.01,1,0.9333333333333333
15,gini,0.01,2,0.9333333333333333
15,gini,0.01,5,0.9333333333333333
15,gini,0.05,0,0.9333333333333333
15,gini,0.05,0.05,0.9333333333333333
15,gini,0.05,0.1,0.9333333333333333
15,gini,0.05,0.2,0.9333333333333333
15,gini,0.05,0.5,0.9333333333333333
15,gini,0.05,1,0.9333333333333333
15,gini,0.05,2,0.9333333333333333
15,gini,0.05,5,0.9333333333333333
15,gini,0.3,0,0.9333333333333333
15,gini,0.3,0.05,0.9333333333333333
15,gini,0.3,0.1,0.9333333333333333
15,gini,0.3,0.2,0.9333333333333333
15,gini,0.3,0.5,0.9333333333333333
15,gini,0.3,1,0.9333333333333333
15,gini,0.3,2,0.9333333333333333
15,gini,0.3,5,0.9333333333333333
15,gini,0.5,0,0.28888888888888886
15,gini,0.5,0.05,0.28888888888888886
15,gini,0.5,0.1,0.28888888888888886
15,gini,0.5,0.2,0.28888888888888886
15,gini,0.5,0.5,0.28888888888888886
15,gini,0.5,1,0.28888888888888886
15,gini,0.5,2,0.28888888888888886
15,gini,0.5,5,0.28888888888888886
15,entropy,0,0,0.9111111111111111
15,entropy,0,0.05,0.9111111111111111
15,entropy,0,0.1,0.9111111111111111
15,entropy,0,0.2,0.9111111111111111
15,entropy,0,0.5,0.9111111111111111
15,entropy,0,1,0.9333333333333333
15,entropy,0,2,0.9333333333333333
15,entropy,0,5,0.9333333333333333
15,entropy,0.01,0,0.9111111111111111
15,entropy,0.01,0.05,0.9111111111111111
15,entropy,0.01,0.1,0.9111111111111111
15,entropy,0.01,0.2,0.9111111111111111
15,entropy,0.01,0.5,0.9111111111111111
15,entropy,0.01,1,0.9333333333333333
15,entropy,0.01,2,0.9333333333333333
15,entropy,0.01,5,0.9333333333333333
15,entropy,0.05,0,0.9111111111111111
15,entropy,0.05,0.05,0.9111111111111111
15,entropy,0.05,0.1,0.9111111111111111
15,entropy,0.05,0.2,0.9111111111111111
15,entropy,0.05,0.5,0.9111111111111111
15,entropy,0.05,1,0.9333333333333333
15,entropy,0.05,2,0.9333333333333333
15,entropy,0.05,5,0.9333333333333333
15,entropy,0.3,0,0.9333333333333333
15,entropy,0.3,0.05,0.9333333333333333
15,entropy,0.3,0.1,0.9333333333333333
15,entropy,0.3,0.2,0.9333333333333333
15,entropy,0.3,0.5,0.9333333333333333
15,entropy,0.3,1,0.9333333333333333
15,entropy,0.3,2,0.9333333333333333
15,entropy,0.3,5,0.9333333333333333
15,entropy,0.5,0,0.9333333333333333
15,entropy,0.5,0.05,0.9333333333333333
15,entropy,0.5,0.1,0.9333333333333333
15,entropy,0.5,0.2,0.9333333333333333
15,entropy,0.5,0.5,0.9333333333333333
15,entropy,0.5,1,0.9333333333333333
15,entropy,0.5,2,0.9333333333333333
15,entropy,0.5,5,0.9333333333333333
16,gini,0,0,0.7777777777777778
16,gini,0,0.05,0.7777777777777778
16,gini,0,0.1,0.7777777777777778
16,gini,0,0.2,0.7777777777777778
16,gini,0,0.5,0.7777777777777778
16,gini,0,1,0.9111111111111111
16,gini,0,2,0.9111111111111111
16,gini,0,5,0.9111111111111111
16,gini,0.01,0,0.7777777777777778
16,gini,0.01,0.05,0.7777777777777778
16,gini,0.01,0.1,0.7777777777777778
16,gini,0.01,0.2,0.7777777777777778
16,gini,0.01,0.5,0.7777777777777778
16,gini,0.01,1,0.9111111111111111
16,gini,0.01,2,0.9111111111111111
16,gini,0.01,5,0.9111111111111111
16,gini,0.05,0,0.8888888888888888
16,gini,0.05,0.05,0.8888888888888888
16,gini,0.05,0.1,0.8888888888888888
16,gini,0.05,0.2,0.8888888888888888
16,gini,0.05,0.5,0.8888888888888888
16,gini,0.05,1,0.9111111111111111
16,gini,0.05,2,0.9111111111111111
16,gini,0.05,5,0.9111111111111111
16,gini,0.3,0,0.9111111111111111
16,gini,0.3,0.05,0.9111111111111111
16,gini,0.3,0.1,0.9111111111111111
16,gini,0.3,0.2,0.9111111111111111
16,gini,0.3,0.5,0.9111111111111111
16,gini,0.3,1,0.9111111111111111
16,gini,0.3,2,0.9111111111111111
16,gini,0.3,5,0.9111111111111111
16,gini,0.5,0,0.2
16,gini,0.5,0.05,0.2
16,gini,0.5,0.1,0.2
16,gini,0.5,0.2,0.2
16,gini,0.5,0.5,0.2
16,gini,0.5,1,0.2
16,gini,0.5,2,0.2
16,gini,0.5,5,0.2
16,entropy,0,0,0.7777777777777778
16,entropy,0,0.05,0.7777777777777778
16,entropy,0,0.1,0.7777777777777778
16,entropy,0,0.2,0.7777777777777778
16,entropy,0,0.5,0.7777777777777778
16,entropy,0,1,0.9111111111111111
16,entropy,0,2,0.9111111111111111
16,entropy,0,5,0.9111111111111111
16,entropy,0.01,0,0.7777777777777778
16,entropy,0.01,0.05,0.7777777777777778
16,entropy,0.01,0.1,0.7777777777777778
16,entropy,0.01,0.2,0.7777777777777778
16,entropy,0.01,0.5,0.7777777777777778
16,entropy,0.01,1,0.9111111111111111
16,entropy,0.01,2,0.9111111111111111
16,entropy,0.01,5,0.9111111111111111
16,entropy,0.05,0,0.7777777777777778
16,entropy,0.05,0.05,0.7777777777777778
16,entropy,0.05,0.1,0.7777777777777778
16,entropy,0.05,0.2,0.7777777777777778
16,entropy,0.05,0.5,0.7777777777777778
16,entropy,0.05,1,0.9111111111111111
16,entropy,0.05,2,0.9111111111111111
16,entropy,0.05,5,0.9111111111111111
16,entropy,0.3,0,0.9111111111111111
16,entropy,0.3,0.05,0.9111111111111111
16,entropy,0.3,0.1,0.9111111111111111
16,entropy,0.3,0.2,0.9111111111111111
16,entropy,0.3,0.5,0.9111111111111111
16,entropy,0.3,1,0.9111111111111111
16,entropy,0.3,2,0.9111111111111111
16,entropy,0.3,5,0.9111111111111111
16,entropy,0.5,0,0.9111111111111111
16,entropy,0.5,0.05,0.9111111111111111
16,entropy,0.5,0.1,0.9111111111111111
16,entropy,0.5,0.2,0.9111111111111111
16,entropy,0.5,0.5,0.9111111111111111
16,entropy,0.5,1,0.9111111111111111
16,entropy,0.5,2,0.9111111111111111
16,entropy,0.5,5,0.9111111111111111
17,gini,0,0,0.9777777777777777
17,gini,0,0.05,0.9777777777777777
17,gini,0,0.1,0.9777777777777777
17,gini,0,0.2,0.9777777777777777
17,gini,0,0.5,0.9777777777777777
17,gini,0,1,0.9777777777777777
17,gini,0,2,0.9777777777777777
17,gini,0,5,0.9777777777777777
17,gini,0.01,0,0.9777777777777777
17,gini,0.01,0.05,0.9777777777777777
17,gini,0.01,0.1,0.9777777777777777
17,gini,0.01,0.2,0.9777777777777777
17,gini,0.01,0.5,0.9777777777777777
17,gini,0.01,1,0.9777777777777777
17,gini,0.01,2,0.9777777777777777
17,gini,0.01,5,0.9777777777777777
17,gini,0.05,0,0.9777777777777777
17,gini,0.05,0.05,0.9777777777777777
17,gini,0.05,0.1,0.9777777777777777
17,gini,0.05,0.2,0.9777777777777777
17,gini,0.05,0.5,0.9777777777777777
17,gini,0.05,1,0.9777777777777777
17,gini,0.05,2,0.9777777777777777
17,gini,0.05,5,0.9777777777777777
17,gini,0.3,0,0.9777777777777777
17,gini,0.3,0.05,0.9777777777777777
17,gini,0.3,0.1,0.9777777777777777
17,gini,0.3,0.2,0.9777777777777777
17,gini,0.3,0.5,0.9777777777777777
17,gini,0.3,1,0.9777777777777777
17,gini,0.3,2,0.9777777777777777
17,gini,0.3,5,0.9777777777777777
17,gini,0.5,0,0.3111111111111111
17,gini,0.5,0.05,0.3111111111111111
17,gini,0.5,0.1,0.3111111111111111
17,gini,0.5,0.2,0.3111111111111111
17,gini,0.5,0.5,0.3111111111111111
17,gini,0.5,1,0.3111111111111111
17,gini,0.5,2,0.3111111111111111
17,gini,0.5,5,0.3111111111111111
17,entropy,0,0,0.9777777777777777
17,entropy,0,0.05,0.9777777777777777
17,entropy,0,0.1,0.9777777777777777
17,entropy,0,0.2,0.9777777777777777
17,entropy,0,0.5,0.9777777777777777
17,entropy,0,1,0.9777777777777777
17,entropy,0,2,0.9777777777777777
17,entropy,0,5,0.9777777777777777
17,entropy,0.01,0,0.9777777777777777
17,entropy,0.01,0.05,0.9777777777777777
17,entropy,0.01,0.1,0.9777777777777777
17,entropy,0.01,0.2,0.9777777777777777
17,entropy,0.01,0.5,0.9777777777777777
17,entropy,0.01,1,0.9777777777777777
17,entropy,0.01,2,0.9777777777777777
17,entropy,0.01,5,0.9777777777777777
17,entropy,0.05,0,0.9777777777777777
17,entropy,0.05,0.05,0.9777777777777777
17,entropy,0.05,0.1,0.9777777777777777
17,entropy,0.05,0.2,0.9777777777777777
17,entropy,0.05,0.5,0.9777777777777777
17,entropy,0.05,1,0.9777777777777777
17,entropy,0.05,2,0.9777777777777777
17,entropy,0.05,5,0.9777777777777777
17,entropy,0.3,0,0.9777777777777777
17,entropy,0.3,0.05,0.9777777777777777
17,entropy,0.3,0.1,0.9777777777777777
17,entropy,0.3,0.2,0.9777777777777777
17,entropy,0.3,0.5,0.9777777777777777
17,entropy,0.3,1,0.9777777777777777
17,entropy,0.3,2,0.9777777777777777
17,entropy,0.3,5,0.9777777777777777
17,entropy,0.5,0,0.9777777777777777
17,entropy,0.5,0.05,0.9777777777777777
17,entropy,0.5,0.1,0.9777777777777777
17,entropy,0.5,0.2,0.9777777777777777
