iteration,Assumed probability,score
243,0.5,0.9808612440191388
243,0.75,0.9808612440191388
243,1,0.9796650717703349
244,0.25,0.9802631578947368
244,0.5,0.9802631578947368
244,0.75,0.9772727272727273
244,1,0.9754784688995215
245,0.25,0.9796650717703349
245,0.5,0.9778708133971292
245,0.75,0.9778708133971292
245,1,0.9754784688995215
246,0.25,0.9814593301435407
246,0.5,0.9802631578947368
246,0.75,0.9796650717703349
246,1,0.9796650717703349
247,0.25,0.9844497607655502
247,0.5,0.9826555023923444
247,0.75,0.9820574162679426
247,1,0.9796650717703349
248,0.25,0.9856459330143541
248,0.5,0.9844497607655502
248,0.75,0.9850478468899522
248,1,0.9832535885167464
249,0.25,0.9826555023923444
249,0.5,0.9802631578947368
249,0.75,0.9778708133971292
249,1,0.9778708133971292
250,0.25,0.9808612440191388
250,0.5,0.9808612440191388
250,0.75,0.9778708133971292
250,1,0.9766746411483254
251,0.25,0.9832535885167464
251,0.5,0.979066985645933
251,0.75,0.979066985645933
251,1,0.9766746411483254
252,0.25,0.9820574162679426
252,0.5,0.9778708133971292
252,0.75,0.9730861244019139
252,1,0.9742822966507177
253,0.25,0.9832535885167464
253,0.5,0.9808612440191388
253,0.75,0.9796650717703349
253,1,0.9778708133971292
254,0.25,0.9850478468899522
254,0.5,0.9856459330143541
254,0.75,0.9826555023923444
254,1,0.9832535885167464
255,0.25,0.9820574162679426
255,0.5,0.9838516746411483
255,0.75,0.9826555023923444
255,1,0.9826555023923444
256,0.25,0.9880382775119617
256,0.5,0.9844497607655502
256,0.75,0.9826555023923444
256,1,0.9838516746411483
257,0.25,0.9844497607655502
257,0.5,0.9832535885167464
257,0.75,0.9820574162679426
257,1,0.9820574162679426
258,0.25,0.9808612440191388
258,0.5,0.9766746411483254
258,0.75,0.9760765550239234
258,1,0.9754784688995215
259,0.25,0.9814593301435407
259,0.5,0.9772727272727273
259,0.75,0.9748803827751196
259,1,0.9742822966507177
260,0.25,0.9814593301435407
260,0.5,0.9808612440191388
260,0.75,0.9808612440191388
260,1,0.9802631578947368
261,0.25,0.9808612440191388
261,0.5,0.9766746411483254
261,0.75,0.9766746411483254
261,1,0.9760765550239234
262,0.25,0.9838516746411483
262,0.5,0.9832535885167464
262,0.75,0.9796650717703349
262,1,0.9796650717703349
263,0.25,0.9814593301435407
263,0.5,0.979066985645933
263,0.75,0.9766746411483254
263,1,0.9784688995215312
264,0.25,0.9784688995215312
264,0.5,0.9760765550239234
264,0.75,0.9772727272727273
264,1,0.9778708133971292
265,0.25,0.9772727272727273
265,0.5,0.9754784688995215
265,0.75,0.9736842105263158
265,1,0.972488038277512
266,0.25,0.9784688995215312
266,0.5,0.9772727272727273
266,0.75,0.9760765550239234
266,1,0.9754784688995215
267,0.25,0.9802631578947368
267,0.5,0.9802631578947368
267,0.75,0.979066985645933
267,1,0.9772727272727273
268,0.25,0.9808612440191388
268,0.5,0.979066985645933
268,0.75,0.9766746411483254
268,1,0.9760765550239234
269,0.25,0.9838516746411483
269,0.5,0.9838516746411483
269,0.75,0.9820574162679426
269,1,0.9796650717703349
270,0.25,0.9850478468899522
270,0.5,0.9838516746411483
270,0.75,0.9850478468899522
270,1,0.986244019138756
271,0.25,0.9826555023923444
271,0.5,0.9814593301435407
271,0.75,0.9814593301435407
271,1,0.9814593301435407
272,0.25,0.9838516746411483
272,0.5,0.9820574162679426
272,0.75,0.9808612440191388
272,1,0.9796650717703349
273,0.25,0.9832535885167464
273,0.5,0.9796650717703349
273,0.75,0.979066985645933
273,1,0.9760765550239234
274,0.25,0.9778708133971292
274,0.5,0.9760765550239234
274,0.75,0.9742822966507177
274,1,0.9736842105263158
275,0.25,0.9796650717703349
275,0.5,0.9772727272727273
275,0.75,0.9748803827751196
275,1,0.9748803827751196
276,0.25,0.9838516746411483
276,0.5,0.9814593301435407
276,0.75,0.9820574162679426
276,1,0.9820574162679426
277,0.25,0.9838516746411483
277,0.5,0.9820574162679426
277,0.75,0.9802631578947368
277,1,0.9784688995215312
278,0.25,0.9838516746411483
278,0.5,0.9814593301435407
278,0.75,0.9802631578947368
278,1,0.9766746411483254
279,0.25,0.9784688995215312
279,0.5,0.9748803827751196
279,0.75,0.9760765550239234
279,1,0.9754784688995215
280,0.25,0.9814593301435407
280,0.5,0.979066985645933
280,0.75,0.9772727272727273
280,1,0.9772727272727273
281,0.25,0.979066985645933
281,0.5,0.9766746411483254
281,0.75,0.9766746411483254
281,1,0.9766746411483254
282,0.25,0.9874401913875598
282,0.5,0.9856459330143541
282,0.75,0.9832535885167464
282,1,0.9844497607655502
283,0.25,0.9796650717703349
283,0.5,0.9760765550239234
283,0.75,0.9754784688995215
283,1,0.9748803827751196
284,0.25,0.9832535885167464
284,0.5,0.979066985645933
284,0.75,0.9772727272727273
284,1,0.9772727272727273
285,0.25,0.9826555023923444
285,0.5,0.9802631578947368
285,0.75,0.9778708133971292
285,1,0.9772727272727273
286,0.25,0.9838516746411483
286,0.5,0.9820574162679426
286,0.75,0.9808612440191388
286,1,0.9802631578947368
287,0.25,0.9832535885167464
287,0.5,0.9808612440191388
287,0.75,0.9808612440191388
287,1,0.9802631578947368
288,0.25,0.9814593301435407
288,0.5,0.9796650717703349
288,0.75,0.9814593301435407
288,1,0.9802631578947368
289,0.25,0.986244019138756
289,0.5,0.9832535885167464
289,0.75,0.9820574162679426
289,1,0.979066985645933
290,0.25,0.9838516746411483
290,0.5,0.9808612440191388
290,0.75,0.9802631578947368
290,1,0.9778708133971292
291,0.25,0.9850478468899522
291,0.5,0.9826555023923444
291,0.75,0.9832535885167464
291,1,0.9814593301435407
292,0.25,0.9802631578947368
292,0.5,0.9796650717703349
292,0.75,0.9772727272727273
292,1,0.9772727272727273
293,0.25,0.979066985645933
293,0.5,0.9766746411483254
293,0.75,0.9766746411483254
293,1,0.9760765550239234
294,0.25,0.9784688995215312
294,0.5,0.9778708133971292
294,0.75,0.9772727272727273
294,1,0.9766746411483254
295,0.25,0.9772727272727273
295,0.5,0.9760765550239234
295,0.75,0.9754784688995215
295,1,0.9742822966507177
296,0.25,0.9778708133971292
296,0.5,0.9772727272727273
296,0.75,0.9778708133971292
296,1,0.9760765550239234
297,0.25,0.9844497607655502
297,0.5,0.9814593301435407
297,0.75,0.9808612440191388
297,1,0.9778708133971292
298,0.25,0.9844497607655502
298,0.5,0.9814593301435407
298,0.75,0.9796650717703349
298,1,0.979066985645933
299,0.25,0.9778708133971292
299,0.5,0.9778708133971292
299,0.75,0.9766746411483254
299,1,0.9760765550239234
300,0.25,0.986244019138756
300,0.5,0.9838516746411483
300,0.75,0.9820574162679426
300,1,0.979066985645933
301,0.25,0.9814593301435407
301,0.5,0.979066985645933
301,0.75,0.9796650717703349
301,1,0.979066985645933
302,0.25,0.9796650717703349
302,0.5,0.9766746411483254
302,0.75,0.9772727272727273
302,1,0.9760765550239234
303,0.25,0.9796650717703349
303,0.5,0.9796650717703349
303,0.75,0.9796650717703349
303,1,0.9778708133971292
304,0.25,0.9802631578947368
304,0.5,0.9802631578947368
304,0.75,0.9784688995215312
304,1,0.9784688995215312
305,0.25,0.979066985645933
305,0.5,0.9748803827751196
305,0.75,0.9736842105263158
305,1,0.9730861244019139
306,0.25,0.9826555023923444
306,0.5,0.9808612440191388
306,0.75,0.9772727272727273
306,1,0.9748803827751196
307,0.25,0.9814593301435407
307,0.5,0.9796650717703349
307,0.75,0.979066985645933
307,1,0.9784688995215312
308,0.25,0.9814593301435407
308,0.5,0.979066985645933
308,0.75,0.979066985645933
308,1,0.9796650717703349
309,0.25,0.9814593301435407
309,0.5,0.9760765550239234
309,0.75,0.9760765550239234
309,1,0.9760765550239234
310,0.25,0.9808612440191388
310,0.5,0.979066985645933
310,0.75,0.9766746411483254
310,1,0.9766746411483254
311,0.25,0.9748803827751196
311,0.5,0.9748803827751196
311,0.75,0.9748803827751196
311,1,0.9730861244019139
312,0.25,0.9850478468899522
312,0.5,0.9844497607655502
312,0.75,0.9814593301435407
312,1,0.9802631578947368
313,0.25,0.9844497607655502
313,0.5,0.9820574162679426
313,0.75,0.9826555023923444
313,1,0.9832535885167464
314,0.25,0.9826555023923444
314,0.5,0.9772727272727273
314,0.75,0.9748803827751196
314,1,0.9742822966507177
315,0.25,0.9820574162679426
315,0.5,0.9778708133971292
315,0.75,0.979066985645933
315,1,0.9778708133971292
316,0.25,0.9802631578947368
316,0.5,0.9784688995215312
316,0.75,0.9802631578947368
316,1,0.9808612440191388
317,0.25,0.9796650717703349
317,0.5,0.9766746411483254
317,0.75,0.979066985645933
317,1,0.9772727272727273
318,0.25,0.9808612440191388
318,0.5,0.9766746411483254
318,0.75,0.9754784688995215
318,1,0.9748803827751196
319,0.25,0.9832535885167464
319,0.5,0.9838516746411483
319,0.75,0.9826555023923444
319,1,0.979066985645933
320,0.25,0.9778708133971292
320,0.5,0.9772727272727273
320,0.75,0.9766746411483254
320,1,0.9748803827751196
321,0.25,0.9826555023923444
321,0.5,0.9766746411483254
321,0.75,0.9766746411483254
321,1,0.9736842105263158
322,0.25,0.9832535885167464
322,0.5,0.9814593301435407
322,0.75,0.9802631578947368
322,1,0.9796650717703349
323,0.25,0.9838516746411483
323,0.5,0.9838516746411483
323,0.75,0.9814593301435407
323,1,0.9802631578947368
324,0.25,0.9838516746411483
324,0.5,0.9796650717703349
324,0.75,0.9796650717703349
324,1,0.9772727272727273
325,0.25,0.9850478468899522
325,0.5,0.9826555023923444
325,0.75,0.9826555023923444
325,1,0.9784688995215312
326,0.25,0.9856459330143541
326,0.5,0.9832535885167464
326,0.75,0.9808612440191388
326,1,0.979066985645933
327,0.25,0.9802631578947368
327,0.5,0.9784688995215312
327,0.75,0.9766746411483254
327,1,0.9742822966507177
328,0.25,0.9820574162679426
328,0.5,0.9784688995215312
328,0.75,0.9772727272727273
328,1,0.9754784688995215
329,0.25,0.9868421052631579
329,0.5,0.9844497607655502
329,0.75,0.9832535885167464
329,1,0.9832535885167464
330,0.25,0.9838516746411483
330,0.5,0.9832535885167464
330,0.75,0.9820574162679426
330,1,0.9796650717703349
331,0.25,0.9814593301435407
331,0.5,0.9796650717703349
331,0.75,0.9808612440191388
331,1,0.9814593301435407
332,0.25,0.9844497607655502
332,0.5,0.9820574162679426
332,0.75,0.9832535885167464
332,1,0.9808612440191388
333,0.25,0.9844497607655502
333,0.5,0.9826555023923444
333,0.75,0.9826555023923444
333,1,0.9820574162679426
334,0.25,0.9820574162679426
334,0.5,0.9796650717703349
334,0.75,0.9784688995215312
334,1,0.9760765550239234
335,0.25,0.9820574162679426
335,0.5,0.9796650717703349
335,0.75,0.9772727272727273
335,1,0.9772727272727273
336,0.25,0.9772727272727273
336,0.5,0.9772727272727273
336,0.75,0.9772727272727273
336,1,0.9772727272727273
337,0.25,0.9814593301435407
337,0.5,0.9778708133971292
337,0.75,0.9772727272727273
337,1,0.9760765550239234
338,0.25,0.9802631578947368
338,0.5,0.9796650717703349
338,0.75,0.9772727272727273
338,1,0.9772727272727273
339,0.25,0.986244019138756
339,0.5,0.9850478468899522
339,0.75,0.986244019138756
339,1,0.9868421052631579
340,0.25,0.9784688995215312
340,0.5,0.9754784688995215
340,0.75,0.9754784688995215
340,1,0.9742822966507177
341,0.25,0.9796650717703349
341,0.5,0.9784688995215312
341,0.75,0.9766746411483254
341,1,0.9778708133971292
342,0.25,0.9826555023923444
342,0.5,0.9796650717703349
342,0.75,0.9766746411483254
342,1,0.9772727272727273
343,0.25,0.9838516746411483
343,0.5,0.979066985645933
343,0.75,0.9784688995215312
343,1,0.9784688995215312
344,0.25,0.9796650717703349
344,0.5,0.9772727272727273
344,0.75,0.9766746411483254
344,1,0.9766746411483254
345,0.25,0.9778708133971292
345,0.5,0.9742822966507177
345,0.75,0.9736842105263158
345,1,0.972488038277512
346,0.25,0.9814593301435407
346,0.5,0.979066985645933
346,0.75,0.9784688995215312
346,1,0.9796650717703349
347,0.25,0.9754784688995215
347,0.5,0.9748803827751196
347,0.75,0.972488038277512
347,1,0.972488038277512
348,0.25,0.9826555023923444
348,0.5,0.9772727272727273
348,0.75,0.9754784688995215
348,1,0.9760765550239234
349,0.25,0.9784688995215312
349,0.5,0.9754784688995215
349,0.75,0.9748803827751196
349,1,0.9730861244019139
350,0.25,0.9844497607655502
350,0.5,0.9826555023923444
350,0.75,0.9778708133971292
350,1,0.9742822966507177
351,0.25,0.9772727272727273
351,0.5,0.9766746411483254
351,0.75,0.9748803827751196
351,1,0.9760765550239234
352,0.25,0.9850478468899522
352,0.5,0.9838516746411483
352,0.75,0.9814593301435407
352,1,0.9814593301435407
353,0.25,0.9784688995215312
353,0.5,0.9784688995215312
353,0.75,0.9778708133971292
353,1,0.9760765550239234
354,0.25,0.9826555023923444
354,0.5,0.9802631578947368
354,0.75,0.9802631578947368
354,1,0.9784688995215312
355,0.25,0.9796650717703349
355,0.5,0.9772727272727273
355,0.75,0.9778708133971292
355,1,0.9778708133971292
356,0.25,0.9808612440191388
356,0.5,0.9760765550239234
356,0.75,0.9754784688995215
356,1,0.9760765550239234
357,0.25,0.9808612440191388
357,0.5,0.9766746411483254
357,0.75,0.9760765550239234
357,1,0.9766746411483254
358,0.25,0.9820574162679426
358,0.5,0.9808612440191388
358,0.75,0.9814593301435407
358,1,0.9814593301435407
359,0.25,0.9814593301435407
359,0.5,0.9796650717703349
359,0.75,0.9802631578947368
359,1,0.9808612440191388
360,0.25,0.9844497607655502
360,0.5,0.9838516746411483
360,0.75,0.9838516746411483
360,1,0.9814593301435407
361,0.25,0.979066985645933
361,0.5,0.979066985645933
361,0.75,0.9772727272727273
361,1,0.9766746411483254
362,0.25,0.9778708133971292
362,0.5,0.9748803827751196
362,0.75,0.9742822966507177
362,1,0.9748803827751196
363,0.25,0.9898325358851675
363,0.5,0.9880382775119617
363,0.75,0.9868421052631579
363,1,0.986244019138756
364,0.25,0.979066985645933
364,0.5,0.9778708133971292
364,0.75,0.9742822966507177
364,1,0.9736842105263158
365,0.25,0.9778708133971292
365,0.5,0.9760765550239234
365,0.75,0.9754784688995215
365,1,0.9748803827751196
366,0.25,0.9856459330143541
366,0.5,0.986244019138756
366,0.75,0.9856459330143541
366,1,0.9856459330143541
367,0.25,0.9778708133971292
367,0.5,0.9766746411483254
367,0.75,0.9772727272727273
367,1,0.9760765550239234
368,0.25,0.986244019138756
368,0.5,0.9850478468899522
368,0.75,0.9820574162679426
368,1,0.9802631578947368
369,0.25,0.9850478468899522
369,0.5,0.9832535885167464
369,0.75,0.9772727272727273
369,1,0.9784688995215312
370,0.25,0.9814593301435407
370,0.5,0.979066985645933
370,0.75,0.9772727272727273
370,1,0.9772727272727273
371,0.25,0.9820574162679426
371,0.5,0.979066985645933
371,0.75,0.9772727272727273
371,1,0.9766746411483254
372,0.25,0.9814593301435407
372,0.5,0.9814593301435407
372,0.75,0.9808612440191388
372,1,0.9820574162679426
373,0.25,0.9784688995215312
373,0.5,0.9766746411483254
373,0.75,0.9754784688995215
373,1,0.9760765550239234
374,0.25,0.9814593301435407
374,0.5,0.9778708133971292
374,0.75,0.9778708133971292
374,1,0.9754784688995215
375,0.25,0.9826555023923444
375,0.5,0.9808612440191388
375,0.75,0.9796650717703349
375,1,0.9766746411483254
376,0.25,0.9880382775119617
376,0.5,0.9844497607655502
376,0.75,0.9832535885167464
376,1,0.9826555023923444
377,0.25,0.9808612440191388
377,0.5,0.9772727272727273
377,0.75,0.9766746411483254
377,1,0.9736842105263158
378,0.25,0.9838516746411483
378,0.5,0.9814593301435407
378,0.75,0.9784688995215312
378,1,0.9784688995215312
379,0.25,0.9838516746411483
379,0.5,0.9814593301435407
379,0.75,0.9808612440191388
379,1,0.9814593301435407
380,0.25,0.9784688995215312
380,0.5,0.9796650717703349
380,0.75,0.9784688995215312
380,1,0.9784688995215312
381,0.25,0.9766746411483254
381,0.5,0.9730861244019139
381,0.75,0.9712918660287081
381,1,0.972488038277512
382,0.25,0.9796650717703349
382,0.5,0.9766746411483254
382,0.75,0.9778708133971292
382,1,0.979066985645933
383,0.25,0.9820574162679426
383,0.5,0.9796650717703349
383,0.75,0.9772727272727273
383,1,0.9772727272727273
384,0.25,0.9796650717703349
384,0.5,0.9784688995215312
384,0.75,0.9766746411483254
384,1,0.9748803827751196
385,0.25,0.9802631578947368
385,0.5,0.9766746411483254
385,0.75,0.9754784688995215
385,1,0.9760765550239234
386,0.25,0.9802631578947368
386,0.5,0.9766746411483254
386,0.75,0.9772727272727273
386,1,0.9730861244019139
387,0.25,0.9802631578947368
387,0.5,0.9772727272727273
387,0.75,0.9754784688995215
387,1,0.9748803827751196
388,0.25,0.9850478468899522
388,0.5,0.9820574162679426
388,0.75,0.9814593301435407
388,1,0.9814593301435407
389,0.25,0.9844497607655502
389,0.5,0.9832535885167464
389,0.75,0.9796650717703349
389,1,0.9820574162679426
390,0.25,0.9802631578947368
390,0.5,0.9772727272727273
390,0.75,0.9778708133971292
390,1,0.9748803827751196
391,0.25,0.9748803827751196
391,0.5,0.9748803827751196
391,0.75,0.9742822966507177
391,1,0.9748803827751196
392,0.25,0.9814593301435407
392,0.5,0.979066985645933
392,0.75,0.979066985645933
392,1,0.979066985645933
393,0.25,0.9838516746411483
393,0.5,0.9802631578947368
393,0.75,0.9772727272727273
393,1,0.9778708133971292
394,0.25,0.9814593301435407
394,0.5,0.979066985645933
394,0.75,0.9796650717703349
394,1,0.9796650717703349
395,0.25,0.9802631578947368
395,0.5,0.9778708133971292
395,0.75,0.9760765550239234
395,1,0.9736842105263158
396,0.25,0.979066985645933
396,0.5,0.9772727272727273
396,0.75,0.9754784688995215
396,1,0.9736842105263158
397,0.25,0.9694976076555024
397,0.5,0.965311004784689
397,0.75,0.965311004784689
397,1,0.9671052631578947
398,0.25,0.9820574162679426
398,0.5,0.9808612440191388
398,0.75,0.9808612440191388
398,1,0.9808612440191388
399,0.25,0.9778708133971292
399,0.5,0.9766746411483254
399,0.75,0.9766746411483254
399,1,0.9760765550239234
400,0.25,0.9808612440191388
400,0.5,0.9808612440191388
400,0.75,0.9808612440191388
400,1,0.979066985645933
401,0.25,0.9814593301435407
401,0.5,0.9802631578947368
401,0.75,0.9766746411483254
401,1,0.9772727272727273
402,0.25,0.9772727272727273
402,0.5,0.9772727272727273
402,0.75,0.9772727272727273
402,1,0.9772727272727273
403,0.25,0.9844497607655502
403,0.5,0.9826555023923444
403,0.75,0.9820574162679426
403,1,0.9814593301435407
404,0.25,0.9802631578947368
404,0.5,0.9796650717703349
404,0.75,0.9796650717703349
404,1,0.9766746411483254
405,0.25,0.9826555023923444
405,0.5,0.9820574162679426
405,0.75,0.9820574162679426
405,1,0.979066985645933
406,0.25,0.9832535885167464
406,0.5,0.9808612440191388
406,0.75,0.9784688995215312
406,1,0.9778708133971292
407,0.25,0.9802631578947368
407,0.5,0.9778708133971292
407,0.75,0.9766746411483254
407,1,0.9772727272727273
408,0.25,0.986244019138756
408,0.5,0.9844497607655502
408,0.75,0.9826555023923444
408,1,0.9820574162679426
409,0.25,0.9820574162679426
409,0.5,0.979066985645933
409,0.75,0.9778708133971292
409,1,0.9784688995215312
410,0.25,0.9784688995215312
410,0.5,0.9748803827751196
410,0.75,0.9754784688995215
410,1,0.9760765550239234
411,0.25,0.9820574162679426
411,0.5,0.9778708133971292
411,0.75,0.9754784688995215
411,1,0.9736842105263158
412,0.25,0.9838516746411483
412,0.5,0.9826555023923444
412,0.75,0.9838516746411483
412,1,0.9814593301435407
413,0.25,0.9832535885167464
413,0.5,0.9838516746411483
413,0.75,0.9838516746411483
413,1,0.9832535885167464
414,0.25,0.9808612440191388
414,0.5,0.979066985645933
414,0.75,0.9802631578947368
414,1,0.9808612440191388
415,0.25,0.9796650717703349
415,0.5,0.9754784688995215
415,0.75,0.9748803827751196
415,1,0.97188995215311
416,0.25,0.9796650717703349
416,0.5,0.9778708133971292
416,0.75,0.9730861244019139
416,1,0.972488038277512
417,0.25,0.9820574162679426
417,0.5,0.979066985645933
417,0.75,0.9784688995215312
417,1,0.9772727272727273
418,0.25,0.9832535885167464
418,0.5,0.9820574162679426
418,0.75,0.9802631578947368
418,1,0.979066985645933
419,0.25,0.9802631578947368
419,0.5,0.9778708133971292
419,0.75,0.9796650717703349
419,1,0.9778708133971292
420,0.25,0.9796650717703349
420,0.5,0.979066985645933
420,0.75,0.9778708133971292
420,1,0.9766746411483254
421,0.25,0.9826555023923444
421,0.5,0.9820574162679426
421,0.75,0.9808612440191388
421,1,0.9796650717703349
422,0.25,0.9844497607655502
422,0.5,0.9850478468899522
422,0.75,0.9814593301435407
422,1,0.9808612440191388
423,0.25,0.9772727272727273
423,0.5,0.9736842105263158
423,0.75,0.972488038277512
423,1,0.972488038277512
424,0.25,0.9826555023923444
424,0.5,0.9796650717703349
424,0.75,0.9796650717703349
424,1,0.9772727272727273
425,0.25,0.9784688995215312
425,0.5,0.9748803827751196
425,0.75,0.9748803827751196
425,1,0.9748803827751196
426,0.25,0.986244019138756
426,0.5,0.9814593301435407
426,0.75,0.9814593301435407
426,1,0.9802631578947368
427,0.25,0.9826555023923444
427,0.5,0.979066985645933
427,0.75,0.9778708133971292
427,1,0.9772727272727273
428,0.25,0.9820574162679426
428,0.5,0.9784688995215312
428,0.75,0.9772727272727273
428,1,0.9754784688995215
429,0.25,0.9856459330143541
429,0.5,0.9826555023923444
429,0.75,0.9808612440191388
429,1,0.9784688995215312
430,0.25,0.9808612440191388
430,0.5,0.979066985645933
430,0.75,0.9796650717703349
430,1,0.9796650717703349
431,0.25,0.9826555023923444
431,0.5,0.979066985645933
431,0.75,0.9796650717703349
431,1,0.9778708133971292
432,0.25,0.9766746411483254
432,0.5,0.9754784688995215
432,0.75,0.9766746411483254
432,1,0.97188995215311
433,0.25,0.9796650717703349
433,0.5,0.9760765550239234
433,0.75,0.9754784688995215
433,1,0.9760765550239234
434,0.25,0.9844497607655502
434,0.5,0.9808612440191388
434,0.75,0.9796650717703349
434,1,0.9796650717703349
435,0.25,0.9748803827751196
435,0.5,0.9754784688995215
435,0.75,0.9730861244019139
435,1,0.9748803827751196
436,0.25,0.9886363636363636
436,0.5,0.9868421052631579
436,0.75,0.9838516746411483
436,1,0.9814593301435407
437,0.25,0.9784688995215312
437,0.5,0.9754784688995215
437,0.75,0.9742822966507177
437,1,0.9736842105263158
438,0.25,0.9826555023923444
438,0.5,0.9838516746411483
438,0.75,0.9826555023923444
438,1,0.9820574162679426
439,0.25,0.9820574162679426
439,0.5,0.9784688995215312
439,0.75,0.9772727272727273
439,1,0.9754784688995215
440,0.25,0.9784688995215312
440,0.5,0.9772727272727273
440,0.75,0.9772727272727273
440,1,0.9778708133971292
441,0.25,0.9820574162679426
441,0.5,0.9802631578947368
441,0.75,0.9796650717703349
441,1,0.9766746411483254
442,0.25,0.9886363636363636
442,0.5,0.9856459330143541
442,0.75,0.986244019138756
442,1,0.9850478468899522
443,0.25,0.979066985645933
443,0.5,0.9748803827751196
443,0.75,0.9754784688995215
443,1,0.9760765550239234
444,0.25,0.9730861244019139
444,0.5,0.9706937799043063
444,0.75,0.97188995215311
444,1,0.97188995215311
445,0.25,0.9832535885167464
445,0.5,0.9814593301435407
445,0.75,0.9802631578947368
445,1,0.9778708133971292
446,0.25,0.9814593301435407
446,0.5,0.9814593301435407
446,0.75,0.9802631578947368
446,1,0.979066985645933
447,0.25,0.9826555023923444
447,0.5,0.9808612440191388
447,0.75,0.979066985645933
447,1,0.9784688995215312
448,0.25,0.9814593301435407
448,0.5,0.9772727272727273
448,0.75,0.9754784688995215
448,1,0.9742822966507177
449,0.25,0.9820574162679426
449,0.5,0.9832535885167464
449,0.75,0.9832535885167464
449,1,0.9802631578947368
450,0.25,0.9814593301435407
450,0.5,0.9796650717703349
450,0.75,0.9778708133971292
450,1,0.9778708133971292
451,0.25,0.9826555023923444
451,0.5,0.9808612440191388
451,0.75,0.9796650717703349
451,1,0.9772727272727273
452,0.25,0.9766746411483254
452,0.5,0.9778708133971292
452,0.75,0.9796650717703349
452,1,0.979066985645933
453,0.25,0.9832535885167464
453,0.5,0.9814593301435407
453,0.75,0.9820574162679426
453,1,0.9820574162679426
454,0.25,0.979066985645933
454,0.5,0.9778708133971292
454,0.75,0.9742822966507177
454,1,0.9736842105263158
455,0.25,0.979066985645933
455,0.5,0.9736842105263158
455,0.75,0.97188995215311
455,1,0.9712918660287081
456,0.25,0.9832535885167464
456,0.5,0.9784688995215312
456,0.75,0.9772727272727273
456,1,0.9736842105263158
457,0.25,0.9838516746411483
457,0.5,0.9838516746411483
457,0.75,0.9814593301435407
457,1,0.9808612440191388
458,0.25,0.9832535885167464
458,0.5,0.9826555023923444
458,0.75,0.9796650717703349
458,1,0.9802631578947368
459,0.25,0.9766746411483254
459,0.5,0.9748803827751196
459,0.75,0.9766746411483254
459,1,0.9760765550239234
460,0.25,0.979066985645933
460,0.5,0.9760765550239234
460,0.75,0.9748803827751196
460,1,0.9736842105263158
461,0.25,0.9856459330143541
461,0.5,0.9838516746411483
461,0.75,0.9820574162679426
461,1,0.9820574162679426
462,0.25,0.9796650717703349
462,0.5,0.9802631578947368
462,0.75,0.9796650717703349
462,1,0.979066985645933
463,0.25,0.9814593301435407
463,0.5,0.9778708133971292
463,0.75,0.9772727272727273
463,1,0.9766746411483254
464,0.25,0.9838516746411483
464,0.5,0.9796650717703349
464,0.75,0.9796650717703349
464,1,0.979066985645933
465,0.25,0.9784688995215312
465,0.5,0.9754784688995215
465,0.75,0.9754784688995215
465,1,0.9760765550239234
466,0.25,0.9784688995215312
466,0.5,0.9748803827751196
466,0.75,0.9754784688995215
466,1,0.9760765550239234
467,0.25,0.9850478468899522
467,0.5,0.9850478468899522
467,0.75,0.9838516746411483
467,1,0.9844497607655502
468,0.25,0.9766746411483254
468,0.5,0.9766746411483254
468,0.75,0.9742822966507177
468,1,0.9742822966507177
469,0.25,0.986244019138756
469,0.5,0.9826555023923444
469,0.75,0.9802631578947368
469,1,0.9802631578947368
470,0.25,0.9844497607655502
470,0.5,0.9856459330143541
470,0.75,0.9844497607655502
470,1,0.9808612440191388
471,0.25,0.9772727272727273
471,0.5,0.9766746411483254
471,0.75,0.9772727272727273
471,1,0.9784688995215312
472,0.25,0.9832535885167464
472,0.5,0.9808612440191388
472,0.75,0.9820574162679426
472,1,0.9802631578947368
473,0.25,0.979066985645933
473,0.5,0.9778708133971292
473,0.75,0.979066985645933
473,1,0.9772727272727273
474,0.25,0.9820574162679426
474,0.5,0.9826555023923444
474,0.75,0.9802631578947368
474,1,0.979066985645933
475,0.25,0.9832535885167464
475,0.5,0.9832535885167464
475,0.75,0.9838516746411483
475,1,0.9832535885167464
476,0.25,0.9856459330143541
476,0.5,0.9820574162679426
476,0.75,0.9796650717703349
476,1,0.9784688995215312
477,0.25,0.9778708133971292
477,0.5,0.9784688995215312
477,0.75,0.979066985645933
477,1,0.9784688995215312
478,0.25,0.9904306220095693
478,0.5,0.9904306220095693
478,0.75,0.9886363636363636
478,1,0.9886363636363636
479,0.25,0.9772727272727273
479,0.5,0.9736842105263158
479,0.75,0.9748803827751196
479,1,0.9736842105263158
480,0.25,0.9748803827751196
480,0.5,0.9766746411483254
480,0.75,0.9736842105263158
480,1,0.9748803827751196
481,0.25,0.9784688995215312
481,0.5,0.9754784688995215
481,0.75,0.9754784688995215
481,1,0.9748803827751196
482,0.25,0.9808612440191388
482,0.5,0.979066985645933
482,0.75,0.979066985645933
482,1,0.9772727272727273
483,0.25,0.9802631578947368
483,0.5,0.9796650717703349
483,0.75,0.9796650717703349
483,1,0.9802631578947368
484,0.25,0.9784688995215312
484,0.5,0.9778708133971292
484,0.75,0.9754784688995215
484,1,0.9754784688995215
485,0.25,0.9796650717703349
485,0.5,0.9766746411483254
485,0.75,0.9754784688995215
