iteration,Assumed probability,score
55,0.5,0.9802631578947368
55,0.75,0.979066985645933
55,1,0.9754784688995215
56,0.25,0.9766746411483254
56,0.5,0.9730861244019139
56,0.75,0.9712918660287081
56,1,0.972488038277512
57,0.25,0.9754784688995215
57,0.5,0.9742822966507177
57,0.75,0.9748803827751196
57,1,0.9742822966507177
58,0.25,0.9796650717703349
58,0.5,0.9814593301435407
58,0.75,0.9814593301435407
58,1,0.979066985645933
59,0.25,0.9838516746411483
59,0.5,0.9820574162679426
59,0.75,0.9826555023923444
59,1,0.9820574162679426
60,0.25,0.9826555023923444
60,0.5,0.9802631578947368
60,0.75,0.9808612440191388
60,1,0.9796650717703349
61,0.25,0.9814593301435407
61,0.5,0.9778708133971292
61,0.75,0.9772727272727273
61,1,0.9748803827751196
62,0.25,0.9754784688995215
62,0.5,0.9754784688995215
62,0.75,0.9742822966507177
62,1,0.972488038277512
63,0.25,0.9784688995215312
63,0.5,0.9778708133971292
63,0.75,0.9760765550239234
63,1,0.9748803827751196
64,0.25,0.9772727272727273
64,0.5,0.9766746411483254
64,0.75,0.9742822966507177
64,1,0.9748803827751196
65,0.25,0.9826555023923444
65,0.5,0.9796650717703349
65,0.75,0.9814593301435407
65,1,0.9802631578947368
66,0.25,0.9814593301435407
66,0.5,0.9796650717703349
66,0.75,0.979066985645933
66,1,0.9772727272727273
67,0.25,0.9760765550239234
67,0.5,0.9736842105263158
67,0.75,0.9730861244019139
67,1,0.9712918660287081
68,0.25,0.9796650717703349
68,0.5,0.9778708133971292
68,0.75,0.9766746411483254
68,1,0.9760765550239234
69,0.25,0.9850478468899522
69,0.5,0.9844497607655502
69,0.75,0.9820574162679426
69,1,0.9808612440191388
70,0.25,0.9802631578947368
70,0.5,0.979066985645933
70,0.75,0.9766746411483254
70,1,0.9754784688995215
71,0.25,0.9778708133971292
71,0.5,0.9730861244019139
71,0.75,0.97188995215311
71,1,0.9712918660287081
72,0.25,0.9820574162679426
72,0.5,0.9802631578947368
72,0.75,0.9778708133971292
72,1,0.9772727272727273
73,0.25,0.9748803827751196
73,0.5,0.972488038277512
73,0.75,0.972488038277512
73,1,0.9700956937799043
74,0.25,0.9808612440191388
74,0.5,0.9778708133971292
74,0.75,0.9748803827751196
74,1,0.9772727272727273
75,0.25,0.9874401913875598
75,0.5,0.986244019138756
75,0.75,0.9856459330143541
75,1,0.9838516746411483
76,0.25,0.9808612440191388
76,0.5,0.9784688995215312
76,0.75,0.979066985645933
76,1,0.9784688995215312
77,0.25,0.9808612440191388
77,0.5,0.9784688995215312
77,0.75,0.9784688995215312
77,1,0.9766746411483254
78,0.25,0.9832535885167464
78,0.5,0.979066985645933
78,0.75,0.9778708133971292
78,1,0.9760765550239234
79,0.25,0.9844497607655502
79,0.5,0.9838516746411483
79,0.75,0.9820574162679426
79,1,0.9802631578947368
80,0.25,0.9820574162679426
80,0.5,0.9796650717703349
80,0.75,0.9820574162679426
80,1,0.9808612440191388
81,0.25,0.9814593301435407
81,0.5,0.9814593301435407
81,0.75,0.9802631578947368
81,1,0.9778708133971292
82,0.25,0.9730861244019139
82,0.5,0.97188995215311
82,0.75,0.9700956937799043
82,1,0.9700956937799043
83,0.25,0.9832535885167464
83,0.5,0.9814593301435407
83,0.75,0.9778708133971292
83,1,0.9760765550239234
84,0.25,0.9832535885167464
84,0.5,0.9808612440191388
84,0.75,0.979066985645933
84,1,0.9784688995215312
85,0.25,0.9868421052631579
85,0.5,0.9814593301435407
85,0.75,0.9778708133971292
85,1,0.9772727272727273
86,0.25,0.9832535885167464
86,0.5,0.9796650717703349
86,0.75,0.9772727272727273
86,1,0.9760765550239234
87,0.25,0.9778708133971292
87,0.5,0.9742822966507177
87,0.75,0.9754784688995215
87,1,0.9742822966507177
88,0.25,0.9844497607655502
88,0.5,0.9814593301435407
88,0.75,0.9778708133971292
88,1,0.9778708133971292
89,0.25,0.9856459330143541
89,0.5,0.9868421052631579
89,0.75,0.9838516746411483
89,1,0.9814593301435407
90,0.25,0.9796650717703349
90,0.5,0.979066985645933
90,0.75,0.9754784688995215
90,1,0.9748803827751196
91,0.25,0.9802631578947368
91,0.5,0.9796650717703349
91,0.75,0.9778708133971292
91,1,0.9766746411483254
92,0.25,0.979066985645933
92,0.5,0.9754784688995215
92,0.75,0.9754784688995215
92,1,0.9736842105263158
93,0.25,0.9826555023923444
93,0.5,0.9838516746411483
93,0.75,0.9820574162679426
93,1,0.9802631578947368
94,0.25,0.9760765550239234
94,0.5,0.972488038277512
94,0.75,0.97188995215311
94,1,0.9706937799043063
95,0.25,0.9802631578947368
95,0.5,0.9772727272727273
95,0.75,0.9742822966507177
95,1,0.9736842105263158
96,0.25,0.9838516746411483
96,0.5,0.9820574162679426
96,0.75,0.979066985645933
96,1,0.9766746411483254
97,0.25,0.9886363636363636
97,0.5,0.9856459330143541
97,0.75,0.9832535885167464
97,1,0.9826555023923444
98,0.25,0.9832535885167464
98,0.5,0.9802631578947368
98,0.75,0.9814593301435407
98,1,0.979066985645933
99,0.25,0.9874401913875598
99,0.5,0.9874401913875598
99,0.75,0.9850478468899522
99,1,0.986244019138756
100,0.25,0.9766746411483254
100,0.5,0.9772727272727273
100,0.75,0.9754784688995215
100,1,0.9766746411483254
101,0.25,0.9832535885167464
101,0.5,0.9832535885167464
101,0.75,0.9814593301435407
101,1,0.9802631578947368
102,0.25,0.9796650717703349
102,0.5,0.9760765550239234
102,0.75,0.9742822966507177
102,1,0.9736842105263158
103,0.25,0.9808612440191388
103,0.5,0.9802631578947368
103,0.75,0.9778708133971292
103,1,0.9736842105263158
104,0.25,0.9820574162679426
104,0.5,0.9814593301435407
104,0.75,0.9802631578947368
104,1,0.9796650717703349
105,0.25,0.9802631578947368
105,0.5,0.9784688995215312
105,0.75,0.9778708133971292
105,1,0.9784688995215312
106,0.25,0.9832535885167464
106,0.5,0.9838516746411483
106,0.75,0.9820574162679426
106,1,0.9814593301435407
107,0.25,0.9844497607655502
107,0.5,0.9838516746411483
107,0.75,0.9826555023923444
107,1,0.9814593301435407
108,0.25,0.9826555023923444
108,0.5,0.9796650717703349
108,0.75,0.9826555023923444
108,1,0.9820574162679426
109,0.25,0.9820574162679426
109,0.5,0.9808612440191388
109,0.75,0.9778708133971292
109,1,0.9760765550239234
110,0.25,0.9838516746411483
110,0.5,0.9808612440191388
110,0.75,0.9820574162679426
110,1,0.9808612440191388
111,0.25,0.9820574162679426
111,0.5,0.9820574162679426
111,0.75,0.9808612440191388
111,1,0.9814593301435407
112,0.25,0.9808612440191388
112,0.5,0.9784688995215312
112,0.75,0.979066985645933
112,1,0.9772727272727273
113,0.25,0.9814593301435407
113,0.5,0.9784688995215312
113,0.75,0.9766746411483254
113,1,0.9778708133971292
114,0.25,0.9826555023923444
114,0.5,0.9796650717703349
114,0.75,0.9778708133971292
114,1,0.9766746411483254
115,0.25,0.9808612440191388
115,0.5,0.979066985645933
115,0.75,0.979066985645933
115,1,0.9766746411483254
116,0.25,0.979066985645933
116,0.5,0.9760765550239234
116,0.75,0.9760765550239234
116,1,0.9730861244019139
117,0.25,0.9820574162679426
117,0.5,0.9778708133971292
117,0.75,0.9760765550239234
117,1,0.9760765550239234
118,0.25,0.9832535885167464
118,0.5,0.9784688995215312
118,0.75,0.9760765550239234
118,1,0.9748803827751196
119,0.25,0.9814593301435407
119,0.5,0.9778708133971292
119,0.75,0.9760765550239234
119,1,0.9736842105263158
120,0.25,0.9808612440191388
120,0.5,0.9784688995215312
120,0.75,0.9778708133971292
120,1,0.9784688995215312
121,0.25,0.9820574162679426
121,0.5,0.9796650717703349
121,0.75,0.9802631578947368
121,1,0.979066985645933
122,0.25,0.9838516746411483
122,0.5,0.9820574162679426
122,0.75,0.9808612440191388
122,1,0.9796650717703349
123,0.25,0.9832535885167464
123,0.5,0.9814593301435407
123,0.75,0.9808612440191388
123,1,0.9796650717703349
124,0.25,0.9820574162679426
124,0.5,0.979066985645933
124,0.75,0.9772727272727273
124,1,0.979066985645933
125,0.25,0.9850478468899522
125,0.5,0.9844497607655502
125,0.75,0.9820574162679426
125,1,0.9838516746411483
126,0.25,0.9802631578947368
126,0.5,0.9766746411483254
126,0.75,0.9760765550239234
126,1,0.9760765550239234
127,0.25,0.9814593301435407
127,0.5,0.9814593301435407
127,0.75,0.9802631578947368
127,1,0.9796650717703349
128,0.25,0.9826555023923444
128,0.5,0.9820574162679426
128,0.75,0.9814593301435407
128,1,0.9814593301435407
129,0.25,0.9808612440191388
129,0.5,0.9778708133971292
129,0.75,0.9796650717703349
129,1,0.9796650717703349
130,0.25,0.9814593301435407
130,0.5,0.9808612440191388
130,0.75,0.9796650717703349
130,1,0.9796650717703349
131,0.25,0.9772727272727273
131,0.5,0.9748803827751196
131,0.75,0.9742822966507177
131,1,0.9736842105263158
132,0.25,0.9832535885167464
132,0.5,0.9814593301435407
132,0.75,0.9802631578947368
132,1,0.979066985645933
133,0.25,0.9796650717703349
133,0.5,0.9796650717703349
133,0.75,0.9784688995215312
133,1,0.979066985645933
134,0.25,0.9838516746411483
134,0.5,0.9832535885167464
134,0.75,0.9796650717703349
134,1,0.9808612440191388
135,0.25,0.9832535885167464
135,0.5,0.9820574162679426
135,0.75,0.9814593301435407
135,1,0.9808612440191388
136,0.25,0.9820574162679426
136,0.5,0.9820574162679426
136,0.75,0.9808612440191388
136,1,0.9802631578947368
137,0.25,0.9778708133971292
137,0.5,0.9748803827751196
137,0.75,0.9742822966507177
137,1,0.9754784688995215
138,0.25,0.9844497607655502
138,0.5,0.9838516746411483
138,0.75,0.9826555023923444
138,1,0.9826555023923444
139,0.25,0.9850478468899522
139,0.5,0.9844497607655502
139,0.75,0.9820574162679426
139,1,0.9802631578947368
140,0.25,0.9784688995215312
140,0.5,0.9778708133971292
140,0.75,0.9754784688995215
140,1,0.9760765550239234
141,0.25,0.9826555023923444
141,0.5,0.9820574162679426
141,0.75,0.9826555023923444
141,1,0.9838516746411483
142,0.25,0.9844497607655502
142,0.5,0.9826555023923444
142,0.75,0.9784688995215312
142,1,0.9760765550239234
143,0.25,0.9814593301435407
143,0.5,0.9796650717703349
143,0.75,0.9796650717703349
143,1,0.9784688995215312
144,0.25,0.9814593301435407
144,0.5,0.9766746411483254
144,0.75,0.9754784688995215
144,1,0.9736842105263158
145,0.25,0.9826555023923444
145,0.5,0.979066985645933
145,0.75,0.9754784688995215
145,1,0.9754784688995215
146,0.25,0.9868421052631579
146,0.5,0.986244019138756
146,0.75,0.9832535885167464
146,1,0.9820574162679426
147,0.25,0.9820574162679426
147,0.5,0.9808612440191388
147,0.75,0.979066985645933
147,1,0.9796650717703349
148,0.25,0.9832535885167464
148,0.5,0.9820574162679426
148,0.75,0.9808612440191388
148,1,0.9784688995215312
149,0.25,0.9856459330143541
149,0.5,0.9820574162679426
149,0.75,0.9808612440191388
149,1,0.9808612440191388
150,0.25,0.9820574162679426
150,0.5,0.9802631578947368
150,0.75,0.9802631578947368
150,1,0.9802631578947368
151,0.25,0.9820574162679426
151,0.5,0.9802631578947368
151,0.75,0.9802631578947368
151,1,0.9784688995215312
152,0.25,0.9802631578947368
152,0.5,0.9778708133971292
152,0.75,0.9754784688995215
152,1,0.9766746411483254
153,0.25,0.9844497607655502
153,0.5,0.9820574162679426
153,0.75,0.9820574162679426
153,1,0.9808612440191388
154,0.25,0.9814593301435407
154,0.5,0.9802631578947368
154,0.75,0.9778708133971292
154,1,0.9760765550239234
155,0.25,0.9772727272727273
155,0.5,0.9772727272727273
155,0.75,0.9748803827751196
155,1,0.9766746411483254
156,0.25,0.9796650717703349
156,0.5,0.9772727272727273
156,0.75,0.9736842105263158
156,1,0.9730861244019139
157,0.25,0.9850478468899522
157,0.5,0.9802631578947368
157,0.75,0.9784688995215312
157,1,0.9760765550239234
158,0.25,0.9802631578947368
158,0.5,0.9820574162679426
158,0.75,0.9808612440191388
158,1,0.9808612440191388
159,0.25,0.9850478468899522
159,0.5,0.9814593301435407
159,0.75,0.979066985645933
159,1,0.9772727272727273
160,0.25,0.9820574162679426
160,0.5,0.9802631578947368
160,0.75,0.9784688995215312
160,1,0.9784688995215312
161,0.25,0.9826555023923444
161,0.5,0.9826555023923444
161,0.75,0.9808612440191388
161,1,0.9808612440191388
162,0.25,0.9844497607655502
162,0.5,0.9826555023923444
162,0.75,0.9820574162679426
162,1,0.9784688995215312
163,0.25,0.979066985645933
163,0.5,0.9760765550239234
163,0.75,0.9748803827751196
163,1,0.9730861244019139
164,0.25,0.9814593301435407
164,0.5,0.9814593301435407
164,0.75,0.9820574162679426
164,1,0.979066985645933
165,0.25,0.9802631578947368
165,0.5,0.9802631578947368
165,0.75,0.979066985645933
165,1,0.9772727272727273
166,0.25,0.9808612440191388
166,0.5,0.9754784688995215
166,0.75,0.972488038277512
166,1,0.9736842105263158
167,0.25,0.9832535885167464
167,0.5,0.9826555023923444
167,0.75,0.9808612440191388
167,1,0.9802631578947368
168,0.25,0.9832535885167464
168,0.5,0.9802631578947368
168,0.75,0.979066985645933
168,1,0.9796650717703349
169,0.25,0.9802631578947368
169,0.5,0.9760765550239234
169,0.75,0.9772727272727273
169,1,0.9766746411483254
170,0.25,0.9856459330143541
170,0.5,0.9844497607655502
170,0.75,0.9814593301435407
170,1,0.9820574162679426
171,0.25,0.9820574162679426
171,0.5,0.9814593301435407
171,0.75,0.9802631578947368
171,1,0.9796650717703349
172,0.25,0.972488038277512
172,0.5,0.9730861244019139
172,0.75,0.9742822966507177
172,1,0.9736842105263158
173,0.25,0.9820574162679426
173,0.5,0.9808612440191388
173,0.75,0.9802631578947368
173,1,0.979066985645933
174,0.25,0.9838516746411483
174,0.5,0.9814593301435407
174,0.75,0.9808612440191388
174,1,0.979066985645933
175,0.25,0.9796650717703349
175,0.5,0.9778708133971292
175,0.75,0.9754784688995215
175,1,0.9766746411483254
176,0.25,0.9832535885167464
176,0.5,0.9814593301435407
176,0.75,0.9808612440191388
176,1,0.9802631578947368
177,0.25,0.9856459330143541
177,0.5,0.9844497607655502
177,0.75,0.9844497607655502
177,1,0.9808612440191388
178,0.25,0.9808612440191388
178,0.5,0.9808612440191388
178,0.75,0.9796650717703349
178,1,0.9784688995215312
179,0.25,0.9814593301435407
179,0.5,0.979066985645933
179,0.75,0.9772727272727273
179,1,0.9754784688995215
180,0.25,0.9778708133971292
180,0.5,0.9754784688995215
180,0.75,0.9736842105263158
180,1,0.9712918660287081
181,0.25,0.979066985645933
181,0.5,0.9796650717703349
181,0.75,0.9772727272727273
181,1,0.979066985645933
182,0.25,0.9832535885167464
182,0.5,0.9814593301435407
182,0.75,0.9796650717703349
182,1,0.9766746411483254
183,0.25,0.972488038277512
183,0.5,0.9730861244019139
183,0.75,0.9706937799043063
183,1,0.9736842105263158
184,0.25,0.979066985645933
184,0.5,0.9778708133971292
184,0.75,0.9742822966507177
184,1,0.9742822966507177
185,0.25,0.9880382775119617
185,0.5,0.9856459330143541
185,0.75,0.9838516746411483
185,1,0.9838516746411483
186,0.25,0.9820574162679426
186,0.5,0.9814593301435407
186,0.75,0.979066985645933
186,1,0.9796650717703349
187,0.25,0.9808612440191388
187,0.5,0.979066985645933
187,0.75,0.9778708133971292
187,1,0.9772727272727273
188,0.25,0.9820574162679426
188,0.5,0.9820574162679426
188,0.75,0.9808612440191388
188,1,0.9778708133971292
189,0.25,0.979066985645933
189,0.5,0.9772727272727273
189,0.75,0.9778708133971292
189,1,0.9766746411483254
190,0.25,0.9838516746411483
190,0.5,0.9838516746411483
190,0.75,0.9808612440191388
190,1,0.9820574162679426
191,0.25,0.9808612440191388
191,0.5,0.9796650717703349
191,0.75,0.9778708133971292
191,1,0.9778708133971292
192,0.25,0.9808612440191388
192,0.5,0.9796650717703349
192,0.75,0.9808612440191388
192,1,0.979066985645933
193,0.25,0.9802631578947368
193,0.5,0.9796650717703349
193,0.75,0.9778708133971292
193,1,0.9784688995215312
194,0.25,0.9802631578947368
194,0.5,0.9766746411483254
194,0.75,0.9784688995215312
194,1,0.9760765550239234
195,0.25,0.9778708133971292
195,0.5,0.9754784688995215
195,0.75,0.9766746411483254
195,1,0.9772727272727273
196,0.25,0.9832535885167464
196,0.5,0.979066985645933
196,0.75,0.9766746411483254
196,1,0.9748803827751196
197,0.25,0.9844497607655502
197,0.5,0.9826555023923444
197,0.75,0.9802631578947368
197,1,0.979066985645933
198,0.25,0.9826555023923444
198,0.5,0.979066985645933
198,0.75,0.9778708133971292
198,1,0.979066985645933
199,0.25,0.9844497607655502
199,0.5,0.9838516746411483
199,0.75,0.9814593301435407
199,1,0.9808612440191388
200,0.25,0.9796650717703349
200,0.5,0.9784688995215312
200,0.75,0.9772727272727273
200,1,0.9772727272727273
201,0.25,0.9856459330143541
201,0.5,0.9856459330143541
201,0.75,0.9826555023923444
201,1,0.9814593301435407
202,0.25,0.9772727272727273
202,0.5,0.9754784688995215
202,0.75,0.9748803827751196
202,1,0.9754784688995215
203,0.25,0.9838516746411483
203,0.5,0.979066985645933
203,0.75,0.9808612440191388
203,1,0.9802631578947368
204,0.25,0.9826555023923444
204,0.5,0.9802631578947368
204,0.75,0.9796650717703349
204,1,0.979066985645933
205,0.25,0.9796650717703349
205,0.5,0.9766746411483254
205,0.75,0.9736842105263158
205,1,0.9736842105263158
206,0.25,0.9796650717703349
206,0.5,0.9778708133971292
206,0.75,0.9772727272727273
206,1,0.9754784688995215
207,0.25,0.9802631578947368
207,0.5,0.9796650717703349
207,0.75,0.9796650717703349
207,1,0.9802631578947368
208,0.25,0.9820574162679426
208,0.5,0.9778708133971292
208,0.75,0.9766746411483254
208,1,0.9772727272727273
209,0.25,0.9802631578947368
209,0.5,0.9802631578947368
209,0.75,0.9766746411483254
209,1,0.9778708133971292
210,0.25,0.9874401913875598
210,0.5,0.9868421052631579
210,0.75,0.986244019138756
210,1,0.9868421052631579
211,0.25,0.9802631578947368
211,0.5,0.9784688995215312
211,0.75,0.9796650717703349
211,1,0.979066985645933
212,0.25,0.9844497607655502
212,0.5,0.9808612440191388
212,0.75,0.9802631578947368
212,1,0.9778708133971292
213,0.25,0.9808612440191388
213,0.5,0.979066985645933
213,0.75,0.9766746411483254
213,1,0.9736842105263158
214,0.25,0.9796650717703349
214,0.5,0.9778708133971292
214,0.75,0.979066985645933
214,1,0.979066985645933
215,0.25,0.9814593301435407
215,0.5,0.9778708133971292
215,0.75,0.9772727272727273
215,1,0.9766746411483254
216,0.25,0.9808612440191388
216,0.5,0.9796650717703349
216,0.75,0.9784688995215312
216,1,0.9742822966507177
217,0.25,0.9832535885167464
217,0.5,0.9808612440191388
217,0.75,0.9808612440191388
217,1,0.9802631578947368
218,0.25,0.9826555023923444
218,0.5,0.9796650717703349
218,0.75,0.9820574162679426
218,1,0.9802631578947368
219,0.25,0.9802631578947368
219,0.5,0.9772727272727273
219,0.75,0.9760765550239234
219,1,0.9766746411483254
220,0.25,0.9802631578947368
220,0.5,0.9796650717703349
220,0.75,0.9796650717703349
220,1,0.9766746411483254
221,0.25,0.9832535885167464
221,0.5,0.9826555023923444
221,0.75,0.9802631578947368
221,1,0.9802631578947368
222,0.25,0.9814593301435407
222,0.5,0.9814593301435407
222,0.75,0.9796650717703349
222,1,0.9802631578947368
223,0.25,0.9802631578947368
223,0.5,0.9796650717703349
223,0.75,0.9796650717703349
223,1,0.9796650717703349
224,0.25,0.9778708133971292
224,0.5,0.9766746411483254
224,0.75,0.9766746411483254
224,1,0.9754784688995215
225,0.25,0.9856459330143541
225,0.5,0.9838516746411483
225,0.75,0.9814593301435407
225,1,0.9832535885167464
226,0.25,0.9808612440191388
226,0.5,0.9796650717703349
226,0.75,0.9778708133971292
226,1,0.9784688995215312
227,0.25,0.9796650717703349
227,0.5,0.9778708133971292
227,0.75,0.9778708133971292
227,1,0.9778708133971292
228,0.25,0.9814593301435407
228,0.5,0.9784688995215312
228,0.75,0.9772727272727273
228,1,0.9772727272727273
229,0.25,0.979066985645933
229,0.5,0.9772727272727273
229,0.75,0.9760765550239234
229,1,0.9754784688995215
230,0.25,0.9796650717703349
230,0.5,0.9778708133971292
230,0.75,0.9784688995215312
230,1,0.9754784688995215
231,0.25,0.9802631578947368
231,0.5,0.9766746411483254
231,0.75,0.9766746411483254
231,1,0.9742822966507177
232,0.25,0.9832535885167464
232,0.5,0.9802631578947368
232,0.75,0.979066985645933
232,1,0.9772727272727273
233,0.25,0.979066985645933
233,0.5,0.979066985645933
233,0.75,0.9742822966507177
233,1,0.9766746411483254
234,0.25,0.9778708133971292
234,0.5,0.9760765550239234
234,0.75,0.9736842105263158
234,1,0.97188995215311
235,0.25,0.9802631578947368
235,0.5,0.979066985645933
235,0.75,0.9796650717703349
235,1,0.9808612440191388
236,0.25,0.9826555023923444
236,0.5,0.9802631578947368
236,0.75,0.979066985645933
236,1,0.9784688995215312
237,0.25,0.9784688995215312
237,0.5,0.9766746411483254
237,0.75,0.9730861244019139
237,1,0.972488038277512
238,0.25,0.9814593301435407
238,0.5,0.9814593301435407
238,0.75,0.9796650717703349
238,1,0.9784688995215312
239,0.25,0.9832535885167464
239,0.5,0.9796650717703349
239,0.75,0.9796650717703349
239,1,0.9796650717703349
240,0.25,0.9826555023923444
240,0.5,0.9820574162679426
240,0.75,0.9814593301435407
240,1,0.979066985645933
241,0.25,0.9868421052631579
241,0.5,0.9856459330143541
241,0.75,0.9856459330143541
241,1,0.9844497607655502
242,0.25,0.9850478468899522
242,0.5,0.9832535885167464
242,0.75,0.9844497607655502
242,1,0.9844497607655502
243,0.25,0.9832535885167464
